COMID,Study_ID,StationID,WaterbodyName,CountyName,Latitude,Longitude,EcoL3Code,ECOREG3,HUC12,RefSiteFlag
24275479,SAM_PSS,PSS05515_013860,Prairie Creek,Snohomish,48.17791,-122.1306,2,Puget Lowland,HUC-171100080303,0
24538178,SAM_PSS,PSS05515_015067,SCRIBER CREEK,Snohomish,47.803505,-122.263128,2,Puget Lowland,HUC-171100120303,0
23990135,SAM_PSS,PSS05515_015391,POSSESSION SOUND TRIBUTARY,Snohomish,47.940925,-122.274786,2,Puget Lowland,HUC-171100190202,0
24538322,SAM_PSS,PSS05515_016983,YARROW CREEK,King,47.640092,-122.185817,2,Puget Lowland,HUC-171100120400,0
24279546,SAM_PSS,PSS05515_020891,FRENCH CREEK TRIBUTARY,Snohomish,47.885793,-121.987861,2,Puget Lowland,HUC-171100110201,0
23990195,SAM_PSS,PSS05515_023787,BOEING CREEK,King,47.754242,-122.364925,2,Puget Lowland,HUC-171100190203,0
23990569,SAM_PSS,PSS05515_024158,SULLIVAN GULCH CREEK,Pierce,47.285675,-122.581472,2,Puget Lowland,HUC-171100190702,0
23990157,SAM_PSS,PSS05515_026139,Picnic Point Creek Tributary,Snohomish,47.884082,-122.298991,2,Puget Lowland,HUC-171100190203,0
23990143,SAM_PSS,PSS05515_027199,JAPANESE GULCH,Snohomish,47.949872,-122.293291,2,Puget Lowland,HUC-171100190202,0
23997714,SAM_PSS,PSS05515_027812,BELL CREEK,Clallam,48.084458,-123.069079,2,Puget Lowland,HUC-171100200203,0
24538390,SAM_PSS,PSS05515_029907,HONEY DEW CREEK,King,47.513373,-122.179238,2,Puget Lowland,HUC-171100120400,0
23990445,SAM_PSS,PSS05515_030323,DES MOINES CREEK,King,47.410355,-122.324411,2,Puget Lowland,HUC-171100190204,0
24534392,SAM_PSS,PSS05515_032304,PADDEN CREEK,Whatcom,48.715267,-122.481712,2,Puget Lowland,HUC-171100040604,0
24538316,SAM_PSS,PSS05515_050295,PETERS CREEK,King,47.683,-122.141,2,Puget Lowland,HUC-171100120304,0
24538292,SAM_PSS,PSS05515_256359,WILLOWS CREEK TRIBUTARY,King,47.686,-122.157,2,Puget Lowland,HUC-171100120304,0
24538124,SAM_PSS,PSS05520_000140,North Creek,Snohomish,47.85421474,-122.2227346,2,Puget Lowland,HUC-171100120302,0
23977958,SAM_PSS,PSS05520_000404,Jenkins Creek,King,47.33898483,-122.1302307,2,Puget Lowland,HUC-171100130302,0
23991061,SAM_PSS,PSS05520_000598,Percival Creek,Thurston,47.0278403,-122.9277742,2,Puget Lowland,HUC-171100160202,0
23990391,SAM_PSS,PSS05520_001222,Gorsuch Creek,King,47.45500193,-122.4480187,2,Puget Lowland,HUC-171100190403,0
24538130,SAM_PSS,PSS05520_001336,Swamp Creek,Snohomish,47.79441026,-122.254941,2,Puget Lowland,HUC-171100120303,0
23977966,SAM_PSS,PSS05520_001924,Soosette Creek,King,47.32351218,-122.1586677,2,Puget Lowland,HUC-171100130302,0
23990587,SAM_PSS,PSS05520_003542,Shelton Creek,Mason,47.21934885,-123.1092427,2,Puget Lowland,HUC-171100190606,0
23977812,SAM_PSS,PSS05520_004500,Big Soos Creek,King,47.33863053,-122.1355913,2,Puget Lowland,HUC-171100130302,0
23990273,SAM_PSS,PSS05520_004626,Unnamed creek,Kitsap,47.64357778,-122.6094812,2,Puget Lowland,HUC-171100190706,0
24538328,SAM_PSS,PSS05520_005040,Valley Creek,King,47.65145751,-122.1503574,2,Puget Lowland,HUC-171100120400,0
23981343,SAM_PSS,PSS05520_005156,Fennel Creek,Pierce,47.16485948,-122.1820006,2,Puget Lowland,HUC-171100140501,0
23956590,SAM_PSS,PSS05520_006078,Pepin Creek,Whatcom,48.9429059,-122.4732033,2,Puget Lowland,HUC-171100040502,0
24538232,SAM_PSS,PSS05520_006584,Struve Creek,King,47.73314449,-122.0648634,2,Puget Lowland,HUC-171100120301,0
23971293,SAM_PSS,PSS05520_006600,Fisher Creek,King,47.53080066,-121.8434764,2,Puget Lowland,HUC-171100100404,0
24534326,SAM_PSS,PSS05520_008366,Silver Creek,Skagit,48.62085674,-122.332345,2,Puget Lowland,HUC-171100020202,0
23997556,SAM_PSS,PSS05520_008949,Snow Creek,Clallam,47.9350364,-122.9826281,2,Puget Lowland,HUC-171100200101,0
23970849,SAM_PSS,PSS05520_009916,Cherry Creek,King,47.76617697,-121.8780521,2,Puget Lowland,HUC-171100100602,0
23997810,SAM_PSS,PSS05520_010979,McDonald Creek Trib,Clallam,48.02137525,-123.2136339,2,Puget Lowland,HUC-171100200401,0
24538220,SAM_PSS,PSS05520_011448,Cottage Lake Creek,King,47.74541965,-122.0911531,2,Puget Lowland,HUC-171100120301,0
24537890,SAM_PSS,PSS05520_011632,Unnamed creek,King,47.47809618,-122.1505718,2,Puget Lowland,HUC-171100120107,0
24538390,SAM_PSS,PSS05520_012016,Honey Dew Creek,King,47.50633709,-122.1699831,2,Puget Lowland,HUC-171100120400,0
24538098,SAM_PSS,PSS05520_012404,Cary Creek,King,47.4229425,-121.9594396,2,Puget Lowland,HUC-171100120201,0
24538168,SAM_PSS,PSS05520_013260,Penny Creek,Snohomish,47.85872449,-122.2050028,2,Puget Lowland,HUC-171100120302,0
24287206,SAM_PSS,PSS05520_013522,Union River,Mason,47.47537633,-122.8272982,2,Puget Lowland,HUC-171100180101,0
23997596,SAM_PSS,PSS05520_013541,Gold Creek,Clallam,47.93331559,-123.0636208,2,Puget Lowland,HUC-171100200302,0
23997846,SAM_PSS,PSS05520_013687,Jimmy ComeLately creek,Clallam,47.98585011,-123.0291943,2,Puget Lowland,HUC-171100200201,0
23990543,SAM_PSS,PSS05520_015217,Wollochet Creek,Pierce,47.30838328,-122.610918,2,Puget Lowland,HUC-171100190702,0
23977848,SAM_PSS,PSS05520_016680,Mill Creek,King,47.33168297,-122.2409252,2,Puget Lowland,HUC-171100130304,0
23981667,SAM_PSS,PSS05520_016949,Clarks Creek,Pierce,47.1962228,-122.3334851,2,Puget Lowland,HUC-171100140502,0
24538374,SAM_PSS,PSS05520_017748,NF Issaquah Creek,King,47.54710038,-122.0288092,2,Puget Lowland,HUC-171100120201,0
23990195,SAM_PSS,PSS05520_018047,Boeing Creek,King,47.75302128,-122.3690631,2,Puget Lowland,HUC-171100190203,0
24287228,SAM_PSS,PSS05520_018321,Mission Creek,Mason,47.46142067,-122.8678849,2,Puget Lowland,HUC-171100180103,0
23990395,SAM_PSS,PSS05520_019133,Miller Creek,King,47.45614484,-122.3373456,2,Puget Lowland,HUC-171100190204,0
23990397,SAM_PLES,RSM06600_000211,COULTER CREEK TRIBUTARY AT COULTER CR RD,Mason,47.40716553,-122.8175964,2,Puget Lowland,HUC-171100190610,0
23989319,SAM_PLES,RSM06600_000222,GOLDSBOROUGH CREEK,Mason,47.212239,-123.138843,2,Puget Lowland,HUC-171100190605,0
24538380,SAM_PLES,RSM06600_000391,COAL CREEK,King,47.559867,-122.170087,2,Puget Lowland,HUC-171100120400,0
23990481,SAM_PLES,RSM06600_000451,"MCSORLEY CREEK, 944 M FROM MOUTH",King,47.375259,-122.315089,2,Puget Lowland,HUC-171100190204,0
23954029,SAM_PLES,RSM06600_000540,"FALSE BAY CREEK, WEST FORK",San Juan,48.52621,-123.09904,2,Puget Lowland,HUC-171100030500,0
23978126,SAM_PLES,RSM06600_000814,NEWAUKUM CREEK TRIBUTARY,King,47.242882,-121.937742,2,Puget Lowland,HUC-171100130303,0
23997380,SAM_PLES,RSM06600_000831,CANYON CREEK,Clallam,48.024222,-123.138202,2,Puget Lowland,HUC-171100200306,0
24538120,SAM_PLES,RSM06600_000859,NORTH CREEK,Snohomish,47.77975,-122.187981,2,Puget Lowland,HUC-171100120302,0
24270166,SAM_PLES,RSM06600_001192,CARPENTER CREEK TRIBUTARY,Skagit,48.379443,-122.306605,2,Puget Lowland,HUC-171100070204,0
23981639,SAM_PLES,RSM06600_001246,WAPATO CREEK,Pierce,47.219226,-122.322624,2,Puget Lowland,HUC-171100190205,0
23971231,SAM_PLES,RSM06600_001415,MUD CREEK,King,47.564723,-121.853445,2,Puget Lowland,HUC-171100100404,0
23990595,SAM_PLES,RSM06600_001454,WEST HYLEBOS CREEK,Pierce,47.253482,-122.333499,2,Puget Lowland,HUC-171100190205,0
23989343,SAM_PLES,RSM06600_001550,SKOOKUM CREEK TRIBUTARY,Mason,47.123144,-123.09686,2,Puget Lowland,HUC-171100190603,0
24534292,SAM_PLES,RSM06600_001564,THOMAS CREEK,Skagit,48.541156,-122.267931,2,Puget Lowland,HUC-171100020204,0
24282576,SAM_PLES,RSM06600_001590,POWELL CREEK,Thurston,46.84942,-122.44637,2,Puget Lowland,HUC-171100150205,0
23988210,SAM_PLES,RSM06600_001702,DESCHUTES RIVER,Thurston,46.831628,-122.54299,2,Puget Lowland,HUC-171100160102,0
23990361,SAM_PLES,RSM06600_001715,BLACKJACK CREEK,Kitsap,47.508186,-122.644584,2,Puget Lowland,HUC-171100190704,0
23997730,SAM_PLES,RSM06600_001796,BAGLEY CREEK,Clallam,48.05206,-123.32468,2,Puget Lowland,HUC-171100200404,0
23997784,SAM_PLES,RSM06600_001983,SURVEYOR CREEK,Clallam,48.037726,-123.348618,1,Coast Range,HUC-171100200403,0
23970853,SAM_PLES,RSM06600_001995,CHERRY CREEK,King,47.770559,-121.850274,2,Puget Lowland,HUC-171100100602,1
23964175,SAM_PLES,RSM06600_002027,SKYKOMISH RIVER TRIBUTARY,Snohomish,47.849324,-121.766255,2,Puget Lowland,HUC-171100090603,0
23997554,SAM_PLES,RSM06600_002079,SNOW CREEK,Clallam,47.937425,-122.963867,2,Puget Lowland,HUC-171100200101,0
24538098,SAM_PLES,RSM06600_002259,CAREY CREEK,King,47.423196,-121.94844,2,Puget Lowland,HUC-171100120201,0
24288046,SAM_PLES,RSM06600_002311,BEAR CREEK,Mason,47.518473,-122.81661,2,Puget Lowland,HUC-171100180101,0
24274599,SAM_PLES,RSM06600_002596,JIM CREEK,Snohomish,48.168039,-122.055045,2,Puget Lowland,HUC-171100080206,0
24285626,SAM_PLES,RSM06600_002851,DOW CREEK TRIBUTARY,Mason,47.418367,-123.195894,2,Puget Lowland,HUC-171100170203,0
23988210,SAM_PLES,RSM06600_003366,DESCHUTES RIVER,Thurston,46.81618,-122.524167,2,Puget Lowland,HUC-171100160102,0
23989325,SAM_PLES,RSM06600_003422,MILL CREEK,Mason,47.183278,-123.02348,2,Puget Lowland,HUC-171100190604,0
23970977,SAM_PLES,RSM06600_003659,"CHERRY CREEK, NORTH FORK",King,47.751425,-121.911286,2,Puget Lowland,HUC-171100100602,0
24538132,SAM_PLES,RSM06600_003691,SWAMP CREEK,Snohomish,47.825567,-122.255255,2,Puget Lowland,HUC-171100120303,0
23997696,SAM_PLES,RSM06600_003716,BAGLEY CREEK,Clallam,48.084056,-123.322158,2,Puget Lowland,HUC-171100200404,0
24288178,SAM_PLES,RSM06600_003875,STIMSON CREEK,Mason,47.423735,-122.913997,2,Puget Lowland,HUC-171100180103,0
24279522,SAM_PLES,RSM06600_004239,PILCHUCK RIVER TRIBUTARY,Snohomish,47.927346,-122.039778,2,Puget Lowland,HUC-171100110103,0
24274609,SAM_PLES,RSM06600_004404,JIM CREEK,Snohomish,48.209697,-122.025796,2,Puget Lowland,HUC-171100080206,0
23977826,SAM_PLES,RSM06600_004547,LITTLE SOOS CREEK,King,47.382233,-122.105031,2,Puget Lowland,HUC-171100130302,0
23970215,SAM_PLES,RSM06600_004615,RAGING RIVER,King,47.55447,-121.90081,2,Puget Lowland,HUC-171100100402,0
23970809,SAM_PLES,RSM06600_004727,STOSSEL CREEK,King,47.694965,-121.831265,2,Puget Lowland,HUC-171100100505,0
24275205,SAM_PLES,RSM06600_004772,MARCH CREEK,Snohomish,48.195949,-122.153566,2,Puget Lowland,HUC-171100080303,0
24534786,SAM_PLES,RSM06600_005136,AUSTIN CREEK,Whatcom,48.718498,-122.324669,2,Puget Lowland,HUC-171100040602,0
24534406,SAM_PLES,RSM06600_005456,WHATCOM CREEK,Whatcom,48.753304,-122.468,2,Puget Lowland,HUC-171100040603,0
23997650,SAM_PLES,RSM06600_005652,WHITE CREEK,Clallam,48.098573,-123.410056,2,Puget Lowland,HUC-171100200405,0
24275265,SAM_PLES,RSM06600_005780,JORDAN CREEK,Snohomish,48.144542,-122.025416,2,Puget Lowland,HUC-171100080207,0
23970823,SAM_PLES,RSM06600_005879,STOSSEL CREEK,King,47.729177,-121.851739,2,Puget Lowland,HUC-171100100505,0
23997630,SAM_PLES,RSM06600_005892,PEDERSON CREEK,Clallam,48.058276,-123.261552,2,Puget Lowland,HUC-171100200401,0
23965049,SAM_PLES,RSM06600_006123,MAY CREEK,Snohomish,47.857207,-121.687737,2,Puget Lowland,HUC-171100090602,0
24288004,SAM_PLES,RSM06600_006407,UNION RIVER TRIBUTARY,Kitsap,47.52892,-122.79398,2,Puget Lowland,HUC-171100180101,1
23952584,SAM_PLES,RSM06600_007424,JOHNSON CREEK,Whatcom,48.996864,-122.264225,2,Puget Lowland,HUC-171100010401,0
23988210,SAM_PLES,RSM06600_007462,DESCHUTES RIVER,Thurston,46.821263,-122.529124,2,Puget Lowland,HUC-171100160102,0
23981639,SAM_PLES,RSM06600_007726,WAPATO CREEK,Pierce,47.245261,-122.370452,2,Puget Lowland,HUC-171100190205,0
24288288,SAM_PLES,RSM06600_007731,MISSION CREEK TRIBUTARY,Mason,47.47044,-122.859862,2,Puget Lowland,HUC-171100180103,0
23989405,SAM_PLES,RSM06600_007914,WOODLAND CREEK,Thurston,47.061007,-122.804292,2,Puget Lowland,HUC-171100190502,0
24288166,SAM_PLES,RSM06600_007971,HOOD CANAL TRIBUTARY,Mason,47.434662,-122.834787,2,Puget Lowland,HUC-171100180102,0
23990271,SAM_PLES,RSM06600_009831,CROUCH CREEK TRIBUTARY,Kitsap,47.650827,-122.632377,2,Puget Lowland,HUC-171100190706,0
23990321,SAM_PLES,RSM06600_010503,GORST CREEK,Kitsap,47.53034,-122.71502,2,Puget Lowland,HUC-171100190704,0
23977824,SAM_PLES,RSM06600_010563,LITTLE SOOS CREEK,King,47.3579,-122.12576,2,Puget Lowland,HUC-171100130302,0
24279290,SAM_PLES,RSM06600_012223,MUNSON CREEK,Snohomish,48.057884,-122.133609,2,Puget Lowland,HUC-171100110203,0
23970879,SAM_PLES,RSM06600_012807,KIMBALL CREEK,King,47.53217,-121.83777,2,Puget Lowland,HUC-171100100404,0
23990541,SAM_PLES,RSM06600_013054,DUMAS BAY TRIBUTARY,King,47.322384,-122.365473,2,Puget Lowland,HUC-171100190204,0
24275479,SAM_PLES,RSM06600_013860,PORTAGE CREEK TRIBUTARY,Snohomish,48.177787,-122.130527,2,Puget Lowland,HUC-171100080303,0
24279616,SAM_PLES,RSM06600_014868,"QUILCEDA CREEK, MIDDLE FORK TRIBUTARY",Snohomish,48.116288,-122.167267,2,Puget Lowland,HUC-171100110204,0
24538178,SAM_PLES,RSM06600_015067,SCRIBER CREEK,Snohomish,47.803505,-122.263128,2,Puget Lowland,HUC-171100120303,0
23990135,SAM_PLES,RSM06600_015391,POSSESSION SOUND TRIBUTARY,Snohomish,47.940925,-122.274786,2,Puget Lowland,HUC-171100190202,0
24538322,SAM_PLES,RSM06600_016983,YARROW CREEK,King,47.640092,-122.185817,2,Puget Lowland,HUC-171100120400,0
23990585,SAM_PLES,RSM06600_018206,WEST HYLEBOS CREEK,King,47.283291,-122.327168,2,Puget Lowland,HUC-171100190205,0
23988192,SAM_PLES,RSM06600_018890,DESCHUTES RIVER,Thurston,46.995385,-122.881906,2,Puget Lowland,HUC-171100160202,0
24538374,SAM_PLES,RSM06600_019815,"ISSAQUAH CREEK, NORTH FORK",King,47.546079,-122.042018,2,Puget Lowland,HUC-171100120201,0
23981723,SAM_PLES,RSM06600_020398,SOUTH PRAIRIE CREEK TRIBUTARY,Pierce,47.149476,-122.02595,2,Puget Lowland,HUC-171100140104,0
23990369,SAM_PLES,RSM06600_020819,SALMON CREEK,King,47.494843,-122.353478,2,Puget Lowland,HUC-171100190204,0
24279546,SAM_PLES,RSM06600_020891,FRENCH CREEK TRIBUTARY,Snohomish,47.885793,-121.987861,2,Puget Lowland,HUC-171100110201,0
23990195,SAM_PLES,RSM06600_023787,BOEING CREEK,King,47.754242,-122.364925,2,Puget Lowland,HUC-171100190203,0
23977886,SAM_PLES,RSM06600_025331,SPRINGBROOK CREEK,King,47.430471,-122.21649,2,Puget Lowland,HUC-171100130305,0
23990157,SAM_PLES,RSM06600_026139,Picnic Point Creek Tributary,Snohomish,47.884082,-122.298991,2,Puget Lowland,HUC-171100190203,0
23977824,SAM_PLES,RSM06600_026467,LITTLE SOOS CREEK,King,47.367294,-122.116314,2,Puget Lowland,HUC-171100130302,0
23990143,SAM_PLES,RSM06600_027199,JAPANESE GULCH,Snohomish,47.949872,-122.293291,2,Puget Lowland,HUC-171100190202,0
23989483,SAM_PLES,RSM06600_027310,CLOVER CREEK,Pierce,47.153806,-122.520315,2,Puget Lowland,HUC-171100190303,0
23952586,SAM_PLES,RSM06600_027424,JOHNSON CREEK,Whatcom,48.991317,-122.266962,2,Puget Lowland,HUC-171100010401,0
23997714,SAM_PLES,RSM06600_027812,BELL CREEK,Clallam,48.084458,-123.069079,2,Puget Lowland,HUC-171100200203,0
23990531,SAM_PLES,RSM06600_028958,POVERTY BAY TRIBUTARY,King,47.339995,-122.329394,2,Puget Lowland,HUC-171100190204,0
24538390,SAM_PLES,RSM06600_029907,HONEY DEW CREEK,King,47.513373,-122.179238,2,Puget Lowland,HUC-171100120400,0
23990445,SAM_PLES,RSM06600_030323,DES MOINES CREEK,King,47.410355,-122.324411,2,Puget Lowland,HUC-171100190204,0
24538178,SAM_PLES,RSM06600_030971,SCRIBER CREEK,Snohomish,47.805535,-122.278622,2,Puget Lowland,HUC-171100120303,0
24534392,SAM_PLES,RSM06600_032304,PADDEN CREEK,Whatcom,48.715267,-122.481712,2,Puget Lowland,HUC-171100040604,0
23990595,SAM_PLES,RSM06600_032718,WEST HYLEBOS CREEK,King,47.264583,-122.329929,2,Puget Lowland,HUC-171100190205,0
24538316,WHM_RD_PLES2015,RSM16600_050295,PETERS CREEK,King,47.683,-122.141,2,Puget Lowland,HUC-171100120304,0
24538102,WHM_RD_PLES2015,RSM16600_165607,BEAR CREEK,King,47.667758,-122.117131,2,Puget Lowland,HUC-171100120301,0
24538102,WHM_RD_PLES2015,RSM16600_193111,BEAR CREEK,King,47.677608,-122.098486,2,Puget Lowland,HUC-171100120301,0
24538284,WHM_RD_PLES2015,RSM16600_209463,SAMMAMISH RIVER TRIBUTARY,King,47.710295,-122.125271,2,Puget Lowland,HUC-171100120304,0
24538292,WHM_RD_PLES2015,RSM16600_220119,WILLOWS CREEK,King,47.688,-122.142,2,Puget Lowland,HUC-171100120304,0
24538292,WHM_RD_PLES2015,RSM16600_256359,WILLOWS CREEK TRIBUTARY,King,47.686,-122.157,2,Puget Lowland,HUC-171100120304,0
24538296,WHM_RD_PLES2015,RSM16600_275671,WILLOWS CREEK,King,47.681774,-122.157503,2,Puget Lowland,HUC-171100120304,0
23990435,RSMP_PC_PLES2015,RSM26600_006227,LITTLE MINTER CREEK,Pierce,47.389609,-122.681373,2,Puget Lowland,HUC-171100190701,0
24282372,RSMP_PC_PLES2015,RSM26600_009482,HORN CREEK,Pierce,46.908618,-122.474773,2,Puget Lowland,HUC-171100150301,0
23989483,RSMP_PC_PLES2015,RSM26600_013838,CLOVER CREEK,Pierce,47.134433,-122.48277,2,Puget Lowland,HUC-171100190303,0
23981855,RSMP_PC_PLES2015,RSM26600_015482,COPLAR CREEK,Pierce,47.078095,-122.169768,2,Puget Lowland,HUC-171100140105,0
23990543,RSMP_PC_PLES2015,RSM26600_015998,WOLLOCHET CREEK AT NATIELLO'S,Pierce,47.314628,-122.616033,2,Puget Lowland,HUC-171100190702,0
23990435,RSMP_PC_PLES2015,RSM26600_022131,LITTLE MINTER CREEK,Pierce,47.38647,-122.687814,2,Puget Lowland,HUC-171100190701,0
23990569,RSMP_PC_PLES2015,RSM26600_024158,SULLIVAN GULCH CREEK,Pierce,47.285675,-122.581472,2,Puget Lowland,HUC-171100190702,0
23981471,RSMP_PC_PLES2015,RSM26600_028414,SWAN CREEK,Pierce,47.224014,-122.39403,2,Puget Lowland,HUC-171100140502,0
23981841,RSMP_PC_PLES2015,RSM26600_032010,Unnamed Creek,Pierce,47.070626,-122.182876,2,Puget Lowland,HUC-171100140106,0
23989493,RSMP_PC_PLES2015,RSM26600_033838,CLOVER CREEK,Pierce,47.126061,-122.406853,2,Puget Lowland,HUC-171100190302,0
23989485,RSMP_PC_PLES2015,RSM26600_099950,MOREY CREEK,Pierce,47.13089,-122.465536,2,Puget Lowland,HUC-171100190302,0
23989493,RSMP_PC_PLES2015,RSM26600_121550,CLOVER CREEK,Pierce,47.130303,-122.425888,2,Puget Lowland,HUC-171100190302,0
24228015,WHM_SEN,SEN06600_ASOT13,"ASOTIN CREEK, NORTH FORK",Asotin,46.25935,-117.29914,10,Columbia Plateau,HUC-170601030201,0
24125921,WHM_SEN,SEN06600_CLEE12,CLE ELUM RIVER ABOVE FOREST ROAD 153,Kittitas,47.54268,-121.09953,77,North Cascades,HUC-170300010102,0
24125267,WHM_SEN,SEN06600_COLE10,COLEMAN CREEK,Kittitas,47.11162,-120.39516,10,Columbia Plateau,HUC-170300010403,0
23449145,WHM_SEN,SEN06600_CUMM10,CUMMINGS CREEK,Columbia,46.33303,-117.67067,10,Columbia Plateau,HUC-170601070604,0
23040909,WHM_SEN,SEN06600_DEAD19,DEADMAN CREEK,Ferry,48.656,-118.30044,15,Northern Rockies,HUC-170200022003,0
23865966,WHM_SEN,SEN06600_ELLS01,ELLSWORTH CREEK,Pacific,46.3928,-123.88622,1,Coast Range,HUC-171001060504,0
23970689,WHM_SEN,SEN06600_GRIF09,GRIFFIN CREEK,King,47.603763,-121.884942,2,Puget Lowland,HUC-171100100403,0
24287128,WHM_SEN,SEN06600_HAMM03,HAMMA HAMMA RIVER,Mason,47.59729,-123.15308,1,Coast Range,HUC-171100180202,0
23744846,WHM_SEN,SEN06600_LAUG07,LAUGHINGWATER CREEK,Lewis,46.75517,-121.54043,4,Cascades,HUC-170800040102,1
23046407,WHM_SEN,SEN06600_LITT06,LITTLE PEND OREILLE RIVER,Stevens,48.45654,-117.71472,15,Northern Rockies,HUC-170200030203,0
23081674,WHM_SEN,SEN06600_MARB21,MARBLE CREEK,Chelan,47.91591981,-120.7122157,77,North Cascades,HUC-170200110306,0
23452083,WHM_SEN,SEN06600_PANJ11,PANJAB CREEK,Columbia,46.17643,-117.71862,11,Blue Mountains,HUC-170601070602,0
24384431,WHM_SEN,SEN06600_POOR22,POORMAN CREEK,Okanogan,48.34870889,-120.2140447,10,Columbia Plateau,HUC-170200080509,1
22995397,WHM_SEN,SEN06600_SULL20,"SULLIVAN CREEK, NORTH FORK",Pend Oreille,48.86078,-117.32723,15,Northern Rockies,HUC-170102160403,0
24125701,WHM_SEN,SEN06600_TEAN04,"TEANAWAY RIVER, MIDDLE FORK",Kittitas,47.30142,-120.96149,77,North Cascades,HUC-170300010202,0
24125701,WHM_SEN,SEN06600_TEAN77,"TEANAWAY RIVER, MIDDLE FORK",Kittitas,47.30016,-120.96243,77,North Cascades,HUC-170300010202,0
24505662,WHM_SEN,SEN06600_TRAP08,TRAPPER CREEK,Skamania,45.8917,-122.01331,4,Cascades,HUC-170701051004,1
23074329,WHM_SEN,SEN06600_TWEN05,TWENTYFIVE MILE CREEK,Chelan,47.95722,-120.29203,77,North Cascades,HUC-170200090301,0
23839652,WHM_SEN,SEN06600_TWIN02,TWIN CREEK,Jefferson,47.83303,-123.9935,1,Coast Range,HUC-171001010704,1
24126419,WHM_SEN,SEN06600_UMTA10,UMTANUM CREEK NEAR MOUTH,Kittitas,46.87738,-120.57497,10,Columbia Plateau,HUC-170300010701,1
24126403,WHM_SEN,SEN06600_UMTA18,UMTANUM CREEK NEAR MOUTH,Kittitas,46.855261,-120.488777,10,Columbia Plateau,HUC-170300010701,1
23839366,WHM_WAM0,WAM06600_000047,MILL CREEK,Clallam,47.934658,-124.406066,1,Coast Range,HUC-171001010503,0
23031294,WHM_WAM0,WAM06600_000091,HAWK CREEK,Lincoln,47.756904,-118.28875,10,Columbia Plateau,HUC-170200011802,0
24248764,WHM_WAM0,WAM06600_000121,GREEN RIVER,Cowlitz,46.381599,-122.507736,4,Cascades,HUC-170800050404,0
23857023,WHM_WAM0,WAM06600_000142,ANDERSON CREEK,Grays Harbor,47.122171,-123.626123,1,Coast Range,HUC-171001040203,0
23026844,WHM_WAM0,WAM06600_000148,LITTLE SPOKANE RIVER TRIBUTARY,Pend Oreille,48.091302,-117.174586,15,Northern Rockies,HUC-170103080108,0
23053563,WHM_WAM0,WAM06600_000152,NORTH NANAMKIN CREEK,Ferry,48.33159,-118.780892,15,Northern Rockies,HUC-170200040305,0
23844595,WHM_WAM0,WAM06600_000174,JOE CREEK TRIBUTARY,Grays Harbor,47.233554,-124.043714,1,Coast Range,HUC-171001020603,0
24504880,WHM_WAM0,WAM06600_000177,TROUT LAKE CREEK TRIBUTARY,Klickitat,46.030253,-121.580386,9,Eastern Cascades Slopes and Foothills,HUC-170701050805,0
23864844,WHM_WAM0,WAM06600_000182,NORTH RIVER TRIBUTARY,Grays Harbor,46.857474,-123.599563,1,Coast Range,HUC-171001060106,0
24121130,WHM_WAM0,WAM06600_000188,LONE FRANK CREEK,Okanogan,48.702649,-119.873335,77,North Cascades,HUC-170200071901,0
24243519,WHM_WAM0,WAM06600_000193,COYOTE CREEK TRIBUTARY,Clark,45.750187,-122.26996,4,Cascades,HUC-170800020504,0
23864632,WHM_WAM0,WAM06600_000194,WILLAPA RIVER,Pacific,46.582962,-123.624292,1,Coast Range,HUC-171001060302,0
23989247,WHM_WAM0,WAM06600_000211,COULTER CREEK TRIBUTARY AT HATCHERY,Mason,47.407309,-122.818588,2,Puget Lowland,HUC-171100190610,0
23989319,WHM_WAM0,WAM06600_000222,GOLDSBOROUGH CREEK,Mason,47.21224,-123.138844,2,Puget Lowland,HUC-171100190605,0
23053569,WHM_WAM0,WAM06600_000280,NORTH NANAMKIN CREEK TRIBUTARY,Ferry,48.302434,-118.822568,15,Northern Rockies,HUC-170200040305,0
24249660,WHM_WAM0,WAM06600_000285,PETERSON CREEK,Lewis,46.45769,-122.186798,4,Cascades,HUC-170800050203,0
23471594,WHM_WAM0,WAM06600_000302,PINE CREEK TRIBUTARY,Whitman,47.186547,-117.159675,10,Columbia Plateau,HUC-170601090104,0
24274633,WHM_WAM0,WAM06600_000308,"STILLAGUAMISH RIVER, NORTH FORK",Snohomish,48.206694,-122.12773,2,Puget Lowland,HUC-171100080109,0
24121500,WHM_WAM0,WAM06600_000384,SNOWSHOE CREEK,Okanogan,48.965541,-119.840968,77,North Cascades,HUC-170200071801,0
24520588,WHM_WAM0,WAM06600_000389,GOBAR CREEK,Cowlitz,46.085378,-122.613367,4,Cascades,HUC-170800030304,1
24538380,WHM_WAM0,WAM06600_000391,COAL CREEK,King,47.559868,-122.170088,2,Puget Lowland,HUC-171100120400,0
23981343,WHM_WAM0,WAM06600_000398,FENNEL CREEK,Pierce,47.148727,-122.202609,2,Puget Lowland,HUC-171100140501,0
24249346,WHM_WAM0,WAM06600_000413,OTTER CREEK,Lewis,46.480004,-122.701649,2,Puget Lowland,HUC-170800050301,0
24234324,WHM_WAM0,WAM06600_000417,DAIRY CANYON,Klickitat,45.947261,-120.499702,9,Eastern Cascades Slopes and Foothills,HUC-170701011301,0
